neighborhood,room_type,accommodates,bedrooms,number_of_reviews,wifi,cable_tv,washer,kitchen,price
4,2,1,1.0,0,1,1,0,1,20.0
3,2,2,1.0,459,1,1,0,1,43.0
1,1,4,1.0,66,1,1,1,1,95.0
1,2,2,1.0,106,1,1,1,1,50.0
3,2,1,1.0,0,1,1,1,1,45.0
3,1,2,1.0,139,1,0,1,1,69.0
3,2,1,1.0,87,1,1,1,1,27.0
6,1,2,1.0,3,1,0,1,1,39.0
3,1,2,1.0,24,1,0,1,1,120.0
1,2,2,1.0,122,1,1,1,1,35.0
2,1,2,1.0,55,1,0,1,1,75.0
4,1,3,3.0,5,1,0,1,1,80.0
5,2,4,1.0,12,1,1,1,1,40.0
1,1,5,3.0,10,1,1,1,1,200.0
6,1,2,1.0,31,1,0,1,1,50.0
4,2,2,1.0,5,1,1,1,1,25.0
1,1,2,1.0,16,1,1,1,1,78.0
1,2,1,1.0,47,1,1,1,1,37.0
1,1,5,2.0,18,1,1,1,1,75.0
4,2,2,1.0,24,1,0,1,1,50.0
1,2,2,1.0,39,1,1,1,1,33.0
2,1,3,2.0,5,1,1,1,1,208.0
3,1,2,1.0,5,1,1,1,1,80.0
5,2,1,1.0,104,1,1,0,0,45.0
6,2,2,1.0,38,1,0,1,1,68.0
3,2,2,1.0,97,0,1,1,1,20.0
4,1,3,2.0,4,1,0,1,1,35.0
2,1,2,1.0,62,1,0,1,1,79.0
2,1,2,1.0,50,1,0,1,1,44.0
3,1,2,1.0,0,1,0,1,1,45.0
3,1,4,2.0,19,1,1,1,1,50.0
1,1,4,2.0,20,1,0,1,1,78.0
4,1,2,1.0,0,1,1,1,1,35.0
2,1,3,1.0,6,1,1,1,1,95.0
4,2,2,1.0,35,1,1,0,1,55.0
2,1,8,3.0,171,1,0,1,1,125.0
1,1,4,1.0,106,1,0,1,1,78.0
1,1,2,0.0,4,1,0,1,1,55.0
3,2,3,1.0,100,1,1,1,1,34.0
1,1,7,3.0,2,1,0,1,1,100.0
6,1,4,1.0,170,1,1,1,1,35.0
3,1,4,0.0,9,1,0,1,1,59.0
1,1,3,2.0,18,1,0,1,1,100.0
1,1,2,1.0,173,1,0,1,1,38.0
1,1,10,3.0,77,1,1,1,1,195.0
7,2,2,1.0,32,1,0,1,1,35.0
2,2,4,1.0,8,1,0,1,1,80.0
3,1,6,1.0,197,1,0,1,1,75.0
9,1,9,4.0,49,1,0,1,1,100.0
6,1,2,1.0,1,1,0,1,1,38.0
2,1,3,1.0,12,1,0,1,1,73.0
3,1,3,1.0,14,1,1,1,1,70.0
6,2,2,1.0,123,1,0,1,1,45.0
2,2,2,1.0,358,1,1,0,0,55.0
1,1,2,1.0,68,1,1,1,1,160.0
2,1,1,1.0,0,1,0,1,1,39.0
3,1,2,1.0,0,1,1,1,1,85.0
1,1,2,1.0,61,1,0,0,1,80.0
4,1,2,1.0,39,1,1,1,1,50.0
4,2,4,2.0,1,1,1,1,1,35.0
2,2,2,1.0,130,1,1,1,1,34.0
6,1,2,1.0,2,1,0,1,1,45.0
3,2,2,1.0,35,1,0,1,1,55.0
5,1,4,1.0,1,1,0,1,1,49.0
2,2,3,1.0,68,1,1,1,1,39.0
3,1,2,1.0,34,1,0,1,1,89.0
1,1,4,1.0,44,1,0,1,1,65.0
2,1,5,2.0,1,1,0,1,1,68.0
2,2,1,1.0,68,1,1,1,0,32.0
4,1,4,1.0,32,1,1,1,1,59.0
3,2,2,1.0,76,1,1,0,1,16.0
4,1,3,0.0,189,1,1,0,1,35.0
7,2,2,1.0,63,1,0,1,1,38.0
2,2,3,1.0,18,1,0,1,1,100.0
3,1,3,1.0,13,1,1,1,1,75.0
2,1,2,1.0,113,1,0,1,1,60.0
1,2,4,2.0,24,1,1,1,1,45.0
4,2,2,1.0,2,1,1,1,1,35.0
3,2,2,1.0,177,1,1,1,1,30.0
3,2,2,1.0,22,1,1,1,1,100.0
4,2,2,1.0,8,1,1,1,1,65.0
3,1,4,2.0,154,1,1,1,1,75.0
3,1,2,1.0,7,1,0,0,1,52.0
3,1,3,2.0,42,1,0,0,1,65.0
9,1,5,3.0,5,1,0,1,1,60.0
2,1,3,2.0,49,1,1,1,1,98.0
11,2,1,1.0,1,1,0,1,0,30.0
5,1,2,1.0,9,1,0,1,1,35.0
1,1,2,1.0,165,1,1,1,1,29.0
3,1,2,1.0,41,1,0,1,1,110.0
3,1,2,1.0,38,1,0,1,1,51.0
4,2,2,1.0,12,1,1,1,1,38.0
1,1,2,1.0,20,1,0,0,1,60.0
3,2,2,1.0,117,1,1,1,1,45.0
2,1,2,1.0,168,1,0,1,1,49.0
4,1,2,1.0,21,1,0,0,1,63.0
1,2,2,1.0,31,1,1,0,1,45.0
6,1,2,1.0,82,1,0,1,1,120.0
1,1,5,2.0,167,1,0,1,1,95.0
5,1,6,2.0,119,1,0,1,1,150.0
1,1,5,1.0,137,1,0,0,1,52.0
2,2,8,1.0,2,0,0,0,1,80.0
4,1,2,1.0,71,1,0,1,1,55.0
6,1,4,1.0,64,1,0,0,1,60.0
3,1,3,1.0,70,1,1,1,1,107.0
5,2,2,1.0,130,0,0,0,0,30.0
5,2,2,1.0,138,0,0,0,0,29.0
3,1,2,1.0,10,1,0,1,1,90.0
5,1,4,2.0,27,1,0,0,1,70.0
3,1,4,2.0,5,1,0,1,1,100.0
2,2,1,1.0,35,1,0,1,1,45.0
1,1,4,2.0,4,1,1,1,1,55.0
3,1,4,2.0,143,1,0,1,1,92.0
4,1,2,1.0,3,1,1,1,1,50.0
5,1,3,1.0,5,1,0,0,1,45.0
1,2,3,1.0,148,1,1,0,1,36.0
2,1,2,1.0,13,1,1,1,1,67.0
5,1,2,0.0,41,1,0,0,1,79.0
3,1,3,1.0,211,1,0,1,1,48.0
10,1,6,2.0,54,1,0,1,1,68.0
3,2,2,1.0,163,1,0,0,0,35.0
4,1,2,1.0,196,1,0,1,1,44.0
4,1,4,1.0,133,1,0,1,1,55.0
4,2,3,1.0,68,1,0,1,1,35.0
4,1,2,1.0,1,1,0,1,1,50.0
2,1,2,1.0,0,1,1,1,1,120.0
4,1,4,2.0,2,1,1,1,1,190.0
3,2,8,4.0,18,1,0,1,1,150.0
4,2,1,1.0,0,1,1,1,1,99.0
4,1,2,1.0,55,1,1,1,1,50.0
6,1,4,2.0,3,1,0,1,1,62.0
4,1,4,1.0,7,1,0,1,1,29.0
1,1,1,1.0,5,1,1,1,1,54.0
1,1,4,1.0,20,1,0,1,1,75.0
1,1,2,1.0,18,1,0,1,1,75.0
2,1,2,1.0,2,1,0,1,1,85.0
3,1,4,2.0,12,1,1,1,1,79.0
2,2,2,1.0,188,1,0,1,1,45.0
3,2,2,2.0,1,1,0,1,1,89.0
2,1,8,4.0,72,1,0,1,1,455.0
3,1,3,1.0,19,1,0,0,1,55.0
4,2,2,1.0,273,1,0,1,1,51.0
11,1,10,6.0,19,1,0,1,1,70.0
3,1,4,1.0,17,0,0,1,1,85.0
1,2,2,1.0,2,1,1,0,0,30.0
4,2,2,1.0,1,1,1,1,1,60.0
2,1,4,1.0,149,1,0,1,1,95.0
3,1,2,1.0,67,1,0,1,1,50.0
1,2,1,1.0,10,1,0,1,1,40.0
3,1,2,1.0,0,0,1,1,1,80.0
2,1,3,1.0,16,1,0,0,1,79.0
10,1,3,2.0,151,1,0,1,1,38.0
2,1,4,2.0,15,1,0,1,1,79.0
3,1,2,1.0,7,1,0,1,1,50.0
2,1,3,1.0,4,1,0,1,1,85.0
1,1,4,1.0,359,1,1,1,1,79.0
1,1,2,1.0,174,1,1,1,1,60.0
3,1,6,3.0,15,1,0,1,1,55.0
1,1,5,2.0,1,1,0,1,1,47.0
3,2,2,1.0,53,0,1,1,1,2228.0
2,1,5,3.0,16,1,0,1,1,79.0
3,2,2,1.0,7,1,1,1,1,40.0
1,1,4,2.0,47,1,1,1,1,85.0
3,1,4,3.0,10,1,0,1,1,90.0
4,1,2,0.0,70,1,1,1,1,40.0
2,2,2,1.0,28,1,1,1,1,45.0
4,1,4,2.0,106,1,0,1,1,62.0
11,1,2,1.0,19,1,0,1,1,45.0
3,1,6,2.0,70,1,0,0,1,95.0
2,2,2,1.0,2,1,1,0,1,55.0
4,2,1,1.0,10,1,1,1,1,49.0
1,2,2,1.0,108,1,0,1,1,42.0
3,1,3,2.0,24,1,0,1,1,106.0
1,2,2,1.0,50,1,0,1,1,45.0
5,1,1,1.0,17,1,0,1,1,30.0
3,1,4,2.0,122,1,0,1,1,69.0
2,1,3,1.0,16,1,0,0,1,88.0
3,2,4,2.0,6,1,0,1,1,50.0
2,1,6,1.0,193,1,0,0,1,80.0
5,1,5,2.0,39,0,0,0,1,80.0
2,1,4,1.0,44,1,0,1,1,61.0
3,1,2,1.0,13,1,0,1,1,35.0
1,1,2,1.0,49,0,1,1,1,45.0
2,1,4,2.0,0,1,1,1,1,139.0
3,1,2,1.0,23,1,0,0,1,79.0
1,1,4,2.0,11,1,1,1,1,72.0
4,1,2,1.0,11,0,0,1,0,59.0
3,1,4,1.0,13,1,1,1,1,65.0
4,2,2,1.0,6,1,1,1,1,30.0
2,1,4,3.0,21,1,0,1,1,45.0
1,1,2,1.0,112,1,0,1,1,75.0
11,1,2,1.0,1,1,1,1,1,50.0
1,1,4,1.0,3,1,1,1,1,50.0
4,1,3,2.0,17,1,1,1,1,75.0
1,1,2,1.0,374,1,1,1,1,47.0
6,1,3,1.0,23,1,0,1,1,100.0
5,1,1,0.0,2,1,0,1,1,31.0
5,1,1,1.0,3,1,0,1,1,31.0
3,1,3,1.0,26,1,0,1,1,49.0
3,2,2,1.0,11,1,1,1,1,42.0
5,1,1,1.0,1,1,0,1,1,31.0
6,1,1,1.0,15,1,0,1,1,90.0
4,1,4,2.0,113,1,0,1,1,62.0
1,1,2,1.0,14,1,0,1,1,105.0
1,1,3,1.0,27,1,0,1,1,100.0
1,1,3,1.0,32,1,0,1,1,110.0
1,2,4,1.0,25,1,1,1,1,30.0
1,1,2,1.0,40,1,0,1,1,80.0
1,1,2,1.0,2,1,0,1,1,100.0
5,1,4,1.0,12,1,0,0,1,60.0
1,1,3,1.0,29,1,0,1,1,100.0
3,1,4,2.0,88,1,1,1,1,95.0
4,2,5,1.0,48,1,1,1,1,95.0
3,1,4,2.0,63,1,1,1,1,111.0
7,2,3,1.0,34,1,0,1,1,35.0
2,1,2,1.0,22,1,1,1,1,65.0
3,2,1,1.0,5,1,1,0,0,37.0
10,1,10,3.0,14,1,0,1,1,146.0
3,2,1,1.0,36,1,0,1,0,24.0
1,1,3,1.0,216,1,0,1,1,70.0
2,1,4,1.0,102,1,1,1,1,69.0
2,2,1,1.0,6,1,0,1,1,44.0
5,1,4,1.0,122,1,0,1,1,65.0
4,1,6,3.0,87,1,0,1,1,75.0
3,2,2,1.0,71,1,0,1,1,65.0
2,1,8,3.0,168,1,0,0,1,120.0
4,2,2,1.0,5,1,1,1,1,24.0
6,1,2,1.0,124,1,0,0,1,69.0
3,1,2,1.0,63,1,0,1,1,90.0
6,1,2,1.0,166,1,0,0,1,59.0
4,1,2,1.0,22,1,1,1,1,60.0
6,2,2,1.0,25,1,0,1,1,44.0
1,2,2,1.0,78,1,1,1,1,48.0
4,2,2,1.0,89,1,1,1,1,69.0
1,2,4,1.0,35,1,1,1,1,42.0
2,1,2,1.0,23,1,0,1,1,29.0
2,1,3,0.0,72,1,0,1,1,45.0
4,1,2,1.0,7,1,0,1,1,35.0
1,2,2,1.0,42,1,1,1,1,44.0
2,1,2,1.0,38,1,0,0,1,650.0
2,1,4,1.0,155,1,0,1,1,100.0
6,1,2,1.0,42,1,1,1,1,85.0
5,1,3,2.0,30,1,0,1,1,57.0
3,2,1,1.0,8,1,1,0,1,33.0
1,2,1,1.0,27,1,1,1,1,27.0
1,2,2,1.0,70,1,0,1,1,40.0
2,1,2,1.0,4,1,0,1,1,72.0
6,2,1,1.0,3,1,0,1,1,38.0
1,2,2,1.0,2,1,1,1,1,29.0
2,1,4,2.0,65,1,0,1,1,130.0
1,1,6,2.0,77,1,0,1,1,100.0
3,2,1,1.0,58,1,1,1,1,40.0
3,1,7,3.0,136,1,0,1,1,131.0
6,2,2,1.0,50,1,1,1,1,25.0
1,1,5,2.0,23,1,0,1,1,145.0
3,2,4,1.0,36,1,1,1,1,73.0
3,1,5,3.0,167,1,0,1,1,145.0
1,2,2,1.0,25,1,1,1,1,70.0
1,2,2,1.0,10,1,1,1,0,65.0
3,1,2,1.0,17,1,0,1,1,75.0
4,1,4,0.0,290,1,1,0,1,77.0
5,1,5,3.0,14,1,0,1,1,329.0
5,1,3,1.0,12,1,0,1,1,60.0
4,2,2,1.0,196,1,0,1,1,27.0
8,1,4,1.0,0,1,0,0,1,65.0
5,1,2,1.0,115,1,0,1,1,70.0
3,1,2,1.0,239,1,1,1,1,92.0
4,1,3,1.0,220,1,1,1,1,65.0
3,1,7,3.0,13,1,0,1,1,99.0
2,2,1,1.0,0,0,1,0,0,74.0
2,1,4,2.0,387,1,0,1,1,75.0
2,1,4,3.0,128,1,0,0,1,165.0
1,2,3,1.0,122,1,0,1,1,29.0
1,1,4,2.0,11,1,0,1,1,89.0
6,2,2,1.0,34,1,0,1,1,30.0
1,1,4,2.0,359,1,0,1,1,85.0
1,1,3,0.0,29,1,0,1,1,120.0
9,1,4,0.0,63,1,0,0,1,55.0
6,2,2,1.0,5,1,0,1,1,43.0
5,1,2,2.0,6,1,0,1,1,44.0
8,2,2,1.0,0,1,0,0,1,39.0
4,1,4,1.0,38,1,1,1,1,89.0
1,1,4,1.0,10,1,0,1,1,50.0
2,2,1,1.0,38,1,1,1,0,35.0
5,1,2,1.0,185,1,0,1,1,57.0
5,1,5,2.0,34,1,1,1,1,95.0
2,1,3,2.0,9,1,0,1,1,70.0
2,1,7,3.0,42,1,1,1,1,135.0
1,2,2,1.0,8,1,1,1,1,35.0
2,1,2,1.0,5,1,0,1,1,110.0
8,2,4,1.0,61,1,0,0,1,58.0
8,2,4,1.0,46,1,0,0,1,58.0
1,2,2,2.0,26,1,1,1,1,28.0
4,2,2,1.0,121,1,0,1,1,39.0
6,2,2,1.0,2,1,0,1,1,30.0
3,1,3,0.0,237,1,1,0,1,82.0
3,1,2,1.0,5,1,0,1,1,42.0
1,1,2,1.0,8,1,1,1,1,70.0
2,1,2,1.0,302,1,1,1,1,65.0
1,2,2,1.0,20,1,1,1,1,59.0
1,1,2,2.0,10,1,1,1,1,95.0
5,1,3,1.0,130,1,0,0,1,65.0
6,2,2,1.0,0,1,1,1,1,30.0
6,2,2,1.0,28,1,1,1,0,36.0
1,2,2,1.0,6,1,1,1,1,25.0
10,2,2,1.0,43,1,0,0,0,32.0
10,1,2,1.0,60,1,0,1,1,43.0
3,2,2,1.0,33,1,1,1,1,25.0
3,2,2,1.0,36,1,1,1,1,30.0
2,1,3,1.0,10,1,1,1,1,69.0
5,1,2,1.0,67,1,0,0,1,46.0
9,1,4,3.0,29,1,1,1,1,110.0
3,2,1,1.0,48,1,1,1,1,35.0
5,2,2,1.0,101,1,1,1,1,40.0
6,2,2,1.0,11,0,0,1,1,35.0
2,2,1,1.0,23,1,1,0,1,28.0
5,2,1,1.0,52,1,0,1,1,48.0
6,2,2,1.0,26,1,1,1,1,55.0
3,1,4,1.0,102,1,0,0,1,65.0
1,1,9,4.0,4,1,0,1,1,150.0
6,2,2,1.0,155,0,1,1,1,60.0
1,2,2,1.0,64,1,1,1,1,59.0
5,2,4,2.0,29,1,0,1,1,55.0
3,2,2,1.0,51,1,0,0,1,36.0
3,1,2,1.0,21,1,0,1,1,50.0
4,2,2,1.0,97,1,1,1,1,36.0
6,1,2,1.0,40,1,1,1,1,75.0
4,2,2,1.0,63,1,1,1,1,30.0
2,1,2,1.0,19,1,1,0,1,60.0
1,1,4,2.0,6,1,0,1,1,108.0
1,1,5,1.0,162,1,0,1,1,58.0
3,1,3,2.0,6,1,1,1,1,48.0
1,2,2,1.0,19,1,0,1,1,36.0
2,2,1,1.0,40,1,1,1,1,55.0
1,1,2,1.0,152,1,0,0,1,38.0
8,2,1,1.0,6,1,1,1,1,40.0
2,1,2,1.0,190,1,0,0,0,64.0
5,1,4,1.0,2,1,0,0,1,68.0
5,1,4,1.0,2,1,0,0,1,68.0
4,2,2,3.0,18,1,1,1,1,35.0
3,2,2,1.0,1,1,1,1,1,40.0
1,1,2,1.0,7,1,1,0,1,57.0
7,1,3,1.0,27,1,1,0,1,65.0
4,2,2,1.0,14,1,0,1,1,26.0
1,1,3,1.0,0,0,0,1,1,95.0
11,2,3,1.0,12,1,1,1,1,40.0
1,1,4,2.0,27,1,0,1,1,165.0
8,1,2,1.0,76,1,0,0,1,54.0
2,1,2,1.0,226,1,0,1,1,65.0
8,1,6,2.0,0,1,0,1,1,100.0
5,2,2,1.0,5,1,0,1,1,69.0
4,1,2,0.0,36,1,1,0,1,50.0
1,2,2,1.0,133,1,1,1,0,34.0
3,1,3,0.0,167,1,0,0,1,73.0
6,2,2,1.0,4,1,1,1,1,55.0
2,1,4,2.0,194,1,0,1,1,100.0
2,2,2,1.0,9,1,1,1,1,37.0
1,1,4,2.0,21,1,1,1,1,80.0
3,1,2,1.0,3,0,0,1,1,23.0
2,1,4,2.0,299,1,0,1,1,98.0
6,2,1,1.0,31,1,0,1,1,40.0
2,2,2,1.0,234,1,1,1,1,78.0
2,1,2,1.0,40,1,0,0,1,29.0
6,1,4,1.0,49,1,0,1,1,68.0
3,1,4,1.0,3,1,0,1,1,89.0
1,1,2,1.0,40,1,1,1,1,60.0
5,2,2,1.0,18,1,0,1,1,30.0
5,2,2,1.0,30,1,0,1,1,25.0
2,2,2,1.0,14,1,1,1,1,49.0
3,1,4,3.0,6,1,0,1,1,70.0
9,1,4,3.0,16,1,0,0,1,78.0
1,1,4,0.0,109,1,0,1,1,87.0
1,2,2,1.0,4,1,0,1,1,125.0
4,1,3,1.0,49,1,1,0,1,70.0
1,1,4,2.0,126,1,0,1,1,102.0
2,2,1,1.0,181,1,1,1,1,58.0
1,1,2,1.0,115,1,1,1,1,42.0
5,1,4,2.0,1,1,0,1,1,120.0
1,1,5,3.0,3,1,0,1,1,70.0
2,1,3,1.0,112,1,0,0,1,85.0
9,2,3,1.0,28,0,0,1,1,49.0
6,1,6,3.0,45,1,1,1,1,95.0
3,1,5,2.0,21,1,0,1,1,175.0
3,1,4,2.0,5,1,1,1,1,75.0
4,1,3,1.0,24,1,1,1,1,38.0
2,1,2,1.0,47,1,0,1,1,28.0
2,1,4,1.0,11,1,0,1,1,100.0
2,1,4,2.0,14,1,1,1,1,100.0
4,1,3,1.0,11,1,0,1,1,60.0
5,2,2,1.0,3,1,0,1,1,160.0
1,2,1,1.0,29,1,1,1,1,350.0
2,2,2,1.0,124,1,1,1,1,55.0
2,2,2,1.0,38,1,0,1,1,44.0
1,1,2,1.0,20,1,1,1,1,99.0
10,1,5,1.0,186,1,0,1,1,18.0
10,1,6,2.0,196,1,0,1,1,28.0
4,1,2,0.0,19,1,1,1,1,45.0
1,1,6,3.0,25,1,0,1,1,120.0
1,2,2,1.0,1,1,1,1,1,30.0
5,1,2,1.0,11,1,0,1,1,78.0
6,2,1,1.0,21,0,1,0,0,42.0
1,1,3,1.0,20,1,1,1,1,70.0
5,1,2,1.0,14,1,0,1,1,28.0
1,2,2,1.0,67,1,0,1,1,36.0
2,2,2,1.0,115,1,1,0,1,45.0
6,2,2,1.0,4,1,1,1,1,50.0
1,2,3,1.0,8,1,1,1,1,29.0
4,1,3,1.0,126,1,0,1,1,47.0
2,2,2,1.0,58,1,0,0,1,65.0
3,2,3,1.0,78,1,0,0,1,50.0
9,1,7,3.0,7,1,0,1,1,115.0
2,2,4,1.0,34,1,1,1,1,45.0
1,1,5,2.0,36,1,0,1,1,90.0
5,1,2,1.0,18,1,0,1,1,45.0
2,1,3,2.0,14,1,0,1,1,50.0
3,1,3,1.0,20,1,0,1,1,97.0
1,1,9,3.0,208,1,0,1,1,119.0
6,2,1,1.0,17,1,1,1,1,45.0
1,2,3,1.0,66,1,0,0,1,65.0
1,2,8,2.0,49,1,1,1,1,110.0
7,2,2,1.0,8,1,1,1,1,39.0
2,2,2,1.0,0,1,1,1,1,24.0
1,2,2,2.0,19,1,1,1,1,60.0
3,1,4,2.0,9,1,0,1,1,350.0
4,2,1,1.0,6,0,1,0,1,36.0
2,2,1,1.0,42,1,1,1,1,41.0
3,2,2,1.0,4,1,1,1,1,30.0
2,1,3,1.0,116,1,0,1,1,79.0
1,1,2,1.0,8,1,0,1,0,100.0
5,1,2,1.0,61,1,0,0,1,45.0
1,1,6,2.0,163,1,0,1,1,140.0
3,2,2,1.0,2,1,1,1,1,21.0
5,2,1,1.0,23,1,1,1,1,55.0
3,1,2,1.0,43,1,0,1,1,50.0
3,2,2,1.0,286,1,1,1,1,42.0
1,1,2,1.0,78,1,1,1,1,86.0
6,1,2,1.0,36,1,0,1,1,60.0
2,2,2,1.0,265,1,0,1,0,35.0
5,2,3,1.0,1,1,0,1,1,95.0
3,1,3,1.0,168,1,0,1,1,60.0
3,2,1,1.0,22,1,1,1,1,35.0
2,1,7,3.0,9,1,0,1,1,65.0
2,1,4,2.0,3,1,0,1,1,60.0
4,2,4,2.0,68,1,0,1,1,89.0
2,1,3,1.0,23,1,0,1,1,55.0
5,1,2,1.0,91,1,0,1,1,75.0
3,1,4,2.0,129,1,0,0,1,85.0
4,2,1,1.0,3,1,0,1,1,28.0
3,1,2,1.0,17,1,1,1,1,60.0
3,2,3,1.0,151,1,1,1,1,30.0
2,1,2,0.0,46,1,0,1,1,95.0
3,1,4,1.0,174,1,0,1,1,135.0
2,1,3,2.0,98,1,0,1,1,125.0
1,1,6,3.0,3,1,0,1,1,80.0
1,2,2,1.0,2,1,0,0,1,99.0
5,1,8,2.0,95,1,0,1,1,110.0
6,1,3,2.0,12,1,0,1,1,28.0
2,1,2,1.0,14,1,0,0,1,55.0
1,1,5,2.0,29,1,1,1,1,110.0
2,2,1,1.0,28,1,1,0,1,30.0
1,1,6,3.0,61,1,0,1,1,130.0
4,2,4,1.0,171,1,1,1,1,25.0
2,1,2,1.0,122,1,1,0,1,100.0
3,1,2,1.0,120,1,0,1,1,58.0
10,1,10,3.0,0,1,0,1,1,146.0
3,1,5,3.0,2,1,1,1,1,140.0
4,1,2,1.0,1,1,1,1,1,60.0
2,1,6,1.0,69,1,0,1,1,59.0
1,2,2,1.0,276,1,1,1,1,49.0
3,1,2,1.0,22,1,1,1,1,58.0
2,1,5,3.0,5,1,0,1,1,200.0
1,1,3,1.0,103,1,0,1,1,68.0
2,2,3,1.0,188,1,0,1,1,68.0
6,1,2,1.0,44,1,0,1,1,54.0
5,1,2,1.0,26,1,0,1,1,45.0
1,1,4,0.0,0,0,1,0,1,199.0
3,1,2,1.0,25,0,1,1,1,29.0
1,1,2,1.0,39,1,1,1,1,60.0
3,2,4,1.0,6,1,0,1,1,68.0
4,1,2,1.0,22,1,1,1,1,38.0
3,1,2,1.0,21,1,1,1,1,59.0
1,1,6,2.0,310,1,0,1,1,130.0
6,1,2,1.0,238,1,0,1,1,40.0
7,1,2,1.0,9,0,0,1,1,38.0
4,1,7,2.0,68,1,0,1,1,105.0
1,1,2,1.0,0,1,1,1,1,50.0
1,2,2,1.0,189,1,1,1,1,45.0
3,1,2,1.0,9,1,0,0,1,75.0
5,2,2,1.0,82,1,1,1,1,33.0
5,1,3,1.0,103,1,0,1,1,65.0
2,1,3,1.0,48,1,0,0,1,102.0
2,1,4,1.0,59,1,0,0,1,104.0
2,1,4,1.0,68,1,0,0,1,104.0
2,1,3,1.0,92,1,0,0,1,85.0
5,2,3,1.0,122,1,1,1,1,23.0
5,2,4,1.0,106,1,0,1,1,24.0
7,2,2,1.0,49,1,0,1,1,29.0
5,1,5,3.0,4,1,0,1,1,65.0
1,1,2,1.0,9,1,1,1,1,75.0
2,1,4,1.0,9,1,0,1,1,140.0
1,1,3,1.0,136,1,1,0,1,76.0
4,1,6,2.0,104,1,0,1,1,117.0
7,2,2,1.0,4,1,0,1,1,60.0
2,1,1,1.0,3,1,1,1,1,110.0
1,1,2,1.0,8,1,1,1,1,73.0
6,1,4,1.0,19,1,0,1,1,75.0
9,1,2,1.0,30,1,0,1,1,65.0
2,2,1,1.0,20,1,1,1,1,46.0
3,1,2,0.0,22,1,0,1,1,27.0
1,2,2,1.0,52,1,0,1,1,31.0
7,1,4,1.0,15,1,0,1,1,280.0
3,1,3,1.0,36,1,1,1,1,55.0
3,1,2,1.0,181,1,0,0,1,52.0
5,1,3,2.0,1,1,0,1,1,99.0
6,2,2,1.0,94,1,1,1,1,38.0
1,2,1,1.0,19,1,1,1,1,40.0
2,1,2,1.0,63,1,1,0,1,85.0
2,2,3,1.0,21,1,1,1,1,39.0
5,2,4,1.0,0,1,0,1,1,57.0
2,1,2,1.0,117,1,0,1,1,65.0
4,1,2,1.0,30,1,1,1,1,50.0
5,1,2,1.0,1,1,1,1,1,45.0
5,1,6,2.0,82,1,0,1,1,107.0
2,1,4,1.0,0,1,1,1,1,50.0
3,1,4,3.0,44,1,0,1,1,62.0
4,1,2,1.0,27,1,0,1,1,54.0
3,1,6,3.0,8,1,0,1,1,158.0
10,1,3,1.0,6,1,0,1,1,27.0
5,1,2,1.0,109,1,0,0,0,65.0
1,1,2,1.0,19,1,1,1,1,49.0
1,1,4,1.0,26,1,0,1,1,60.0
4,1,3,1.0,48,1,1,1,1,42.0
3,1,4,2.0,2,1,0,1,1,82.0
6,1,2,1.0,25,1,0,0,1,25.0
3,1,2,1.0,4,1,1,1,1,60.0
1,1,2,1.0,166,1,1,0,1,63.0
4,1,5,2.0,21,1,1,1,1,125.0
4,2,2,1.0,17,1,1,1,1,38.0
2,1,2,1.0,6,1,0,1,1,90.0
5,1,4,1.0,5,1,1,1,1,59.0
3,1,1,1.0,3,1,0,1,1,32.0
1,1,3,1.0,2,1,0,1,1,80.0
1,1,6,2.0,287,1,1,1,1,120.0
4,2,2,1.0,1,1,1,1,1,45.0
3,1,2,1.0,18,1,0,1,1,65.0
3,2,2,1.0,120,1,1,1,1,35.0
1,1,2,1.0,121,1,0,1,1,80.0
7,1,5,2.0,29,1,0,1,1,115.0
8,1,2,1.0,7,1,1,1,1,48.0
1,1,3,1.0,4,1,0,1,1,90.0
2,1,3,2.0,11,1,0,1,1,79.0
2,1,4,1.0,171,1,1,0,1,49.0
3,1,3,2.0,26,1,0,1,1,130.0
4,2,2,1.0,43,1,1,1,1,32.0
3,1,4,1.0,16,1,0,1,1,52.0
2,1,4,2.0,1,1,0,1,1,60.0
4,2,2,1.0,234,1,1,0,1,34.0
4,1,2,1.0,104,1,0,0,1,40.0
2,1,2,1.0,52,1,0,0,1,50.0
3,1,2,1.0,129,1,0,0,1,49.0
3,1,2,1.0,25,1,0,1,1,50.0
3,2,2,1.0,51,1,0,1,1,27.0
2,1,6,2.0,228,1,0,1,1,137.0
3,2,1,1.0,2,1,0,1,1,20.0
1,1,2,1.0,9,1,1,1,1,85.0
2,1,5,2.0,9,1,0,1,1,55.0
1,1,2,1.0,75,1,0,1,1,65.0
1,2,1,1.0,8,1,1,1,1,37.0
1,1,2,1.0,3,1,0,1,1,100.0
3,1,2,1.0,196,1,0,1,1,65.0
1,1,4,2.0,3,1,1,1,1,130.0
3,1,1,1.0,4,1,0,1,1,50.0
1,1,2,1.0,3,1,0,1,1,62.0
1,1,2,1.0,24,1,0,1,1,129.0
3,1,2,1.0,68,1,0,1,1,59.0
9,1,3,1.0,54,1,0,1,1,65.0
5,2,2,1.0,104,1,1,0,0,38.0
3,3,1,1.0,19,1,0,0,1,53.0
3,1,3,2.0,14,1,0,1,1,78.0
1,1,2,1.0,68,1,1,1,1,60.0
3,2,1,1.0,24,1,0,1,1,55.0
